Date,3Y,10Y
2022-01-05,1.913,2.375
2022-01-06,2.013,2.481
2022-01-07,2.015,2.458
2022-01-10,2.058,2.484
2022-01-11,2.038,2.485
2022-01-12,1.998,2.428
2022-01-13,1.953,2.397
2022-01-14,2.044,2.453
2022-01-17,2.148,2.568
2022-01-18,2.127,2.553
2022-01-19,2.073,2.537
2022-01-20,2.119,2.558
2022-01-21,2.132,2.54
2022-01-24,2.112,2.54
2022-01-25,2.174,2.576
2022-01-26,2.156,2.573
2022-01-27,2.217,2.612
2022-01-28,2.189,2.586
2022-02-03,2.158,2.566
2022-02-04,2.194,2.619
2022-02-07,2.237,2.638
2022-02-08,2.303,2.733
2022-02-09,2.279,2.691
2022-02-10,2.264,2.686
2022-02-11,2.343,2.747
2022-02-14,2.347,2.714
2022-02-15,2.345,2.71
2022-02-16,2.325,2.702
2022-02-17,2.295,2.708
2022-02-18,2.322,2.728
2022-02-21,2.363,2.77
2022-02-22,2.327,2.717
2022-02-23,2.317,2.722
2022-02-24,2.226,2.624
2022-02-25,2.244,2.671
2022-02-28,2.242,2.675
2022-03-02,2.187,2.613
2022-03-03,2.195,2.648
2022-03-04,2.214,2.658
2022-03-07,2.288,2.707
2022-03-08,2.287,2.722
2022-03-10,2.267,2.726
2022-03-11,2.255,2.7
2022-03-14,2.283,2.739
2022-03-15,2.285,2.753
2022-03-16,2.268,2.768
2022-03-17,2.217,2.704
2022-03-18,2.231,2.737
2022-03-21,2.268,2.741
2022-03-22,2.399,2.832
2022-03-23,2.426,2.828
2022-03-24,2.455,2.856
2022-03-25,2.505,2.871
2022-03-28,2.747,3.031
2022-03-29,2.7,2.972
2022-03-30,2.615,2.885
2022-03-31,2.663,2.969
2022-04-01,2.784,3.007
2022-04-04,2.837,3.065
2022-04-05,2.879,3.08
2022-04-06,2.941,3.129
2022-04-07,2.905,3.128
2022-04-08,2.987,3.169
2022-04-11,3.186,3.305
2022-04-12,3.105,3.313
2022-04-13,3.001,3.287
2022-04-14,2.888,3.22
2022-04-15,2.944,3.301
2022-04-18,2.99,3.355
2022-04-19,2.981,3.35
2022-04-20,2.957,3.313
2022-04-21,2.927,3.296
2022-04-22,2.971,3.314
2022-04-25,2.857,3.188
2022-04-26,2.83,3.19
2022-04-27,2.899,3.185
2022-04-28,2.925,3.166
2022-04-29,2.958,3.242
2022-05-02,3.086,3.38
2022-05-03,3.139,3.406
2022-05-04,3.178,3.434
2022-05-06,3.146,3.431
2022-05-09,3.062,3.414
2022-05-10,3.046,3.403
2022-05-11,2.928,3.269
2022-05-12,2.9,3.169
2022-05-13,2.911,3.221
2022-05-16,3.046,3.277
2022-05-17,3.031,3.287
2022-05-18,3.069,3.32
2022-05-19,3.046,3.307
2022-05-20,3.011,3.245
2022-05-23,3.018,3.258
2022-05-24,2.967,3.214
2022-05-25,2.946,3.177
2022-05-26,2.955,3.238
2022-05-27,2.947,3.212
2022-05-30,2.942,3.211
2022-05-31,3.027,3.326
2022-06-02,3.125,3.421
2022-06-03,3.121,3.405
2022-06-07,3.232,3.538
2022-06-08,3.209,3.472
2022-06-09,3.171,3.471
2022-06-10,3.275,3.495
2022-06-13,3.514,3.654
2022-06-14,3.548,3.691
2022-06-15,3.666,3.795
2022-06-16,3.728,3.767
2022-06-17,3.745,3.795
2022-06-20,3.675,3.784
2022-06-21,3.663,3.775
2022-06-22,3.522,3.682
2022-06-23,3.608,3.726
2022-06-24,3.523,3.635
2022-06-27,3.568,3.72
2022-06-28,3.552,3.68
2022-06-29,3.552,3.667
2022-06-30,3.55,3.636
2022-07-01,3.439,3.49
2022-07-04,3.43,3.489
2022-07-05,3.301,3.379
2022-07-06,3.239,3.295
2022-07-07,3.262,3.307
2022-07-08,3.315,3.36
2022-07-11,3.324,3.385
2022-07-12,3.291,3.349
2022-07-13,3.211,3.301
2022-07-14,3.26,3.295
2022-07-15,3.205,3.242
2022-07-18,3.212,3.27
2022-07-19,3.192,3.253
2022-07-20,3.296,3.36
2022-07-21,3.294,3.374
2022-07-22,3.218,3.302
2022-07-25,3.153,3.211
2022-07-26,3.121,3.183
2022-07-27,3.09,3.121
2022-07-28,3.13,3.201
2022-07-29,3.009,3.127
2022-08-01,3.081,3.184
2022-08-02,3.012,3.088
2022-08-03,3.065,3.131
2022-08-04,3.114,3.152
2022-08-05,3.079,3.124
2022-08-08,3.134,3.177
2022-08-09,3.134,3.166
2022-08-10,3.154,3.207
2022-08-11,3.124,3.219
2022-08-12,3.181,3.282
2022-08-16,3.078,3.156
2022-08-17,3.087,3.188
2022-08-18,3.125,3.221
2022-08-19,3.197,3.31
2022-08-22,3.245,3.342
2022-08-23,3.281,3.361
2022-08-24,3.311,3.433
2022-08-25,3.531,3.593
2022-08-26,3.525,3.616
2022-08-29,3.653,3.715
2022-08-30,3.642,3.695
2022-08-31,3.685,3.721
2022-09-01,3.778,3.805
2022-09-02,3.678,3.738
2022-09-05,3.616,3.67
2022-09-06,3.682,3.712
2022-09-07,3.685,3.736
2022-09-08,3.543,3.622
2022-09-13,3.536,3.62
2022-09-14,3.585,3.651
2022-09-15,3.77,3.791
2022-09-16,3.767,3.772
2022-09-19,3.759,3.794
2022-09-20,3.823,3.836
2022-09-21,3.847,3.891
2022-09-22,4.104,3.997
2022-09-23,4.199,4.112
2022-09-26,4.548,4.335
2022-09-27,4.304,4.208
2022-09-28,4.338,4.332
2022-09-29,4.303,4.229
2022-09-30,4.186,4.096
2022-10-04,4.081,4.006
2022-10-05,4.157,4.102
2022-10-06,4.145,4.102
2022-10-07,4.276,4.214
2022-10-11,4.342,4.306
2022-10-12,4.107,4.11
2022-10-13,4.203,4.239
2022-10-14,4.207,4.181
2022-10-17,4.239,4.215
2022-10-18,4.242,4.277
2022-10-19,4.331,4.396
2022-10-20,4.35,4.439
2022-10-21,4.495,4.632
2022-10-24,4.305,4.503
2022-10-25,4.221,4.346
2022-10-26,4.208,4.279
2022-10-27,4.254,4.313
2022-10-28,4.112,4.167
2022-10-31,4.185,4.242
2022-11-01,4.068,4.135
2022-11-02,4.095,4.143
2022-11-03,4.158,4.197
2022-11-04,4.118,4.182
2022-11-07,4.186,4.258
2022-11-08,4.156,4.236
2022-11-09,4.086,4.177
2022-11-10,4.033,4.07
2022-11-11,3.834,3.894
2022-11-14,3.85,3.928
2022-11-15,3.753,3.861
2022-11-16,3.808,3.896
2022-11-17,3.804,3.853
2022-11-18,3.787,3.801
2022-11-21,3.837,3.764
2022-11-22,3.844,3.773
2022-11-23,3.849,3.774
2022-11-24,3.689,3.622
2022-11-25,3.644,3.623
2022-11-28,3.669,3.606
2022-11-29,3.723,3.673
2022-11-30,3.689,3.667
2022-12-01,3.65,3.663
2022-12-02,3.616,3.583
2022-12-05,3.609,3.549
2022-12-06,3.633,3.504
2022-12-07,3.672,3.523
2022-12-08,3.676,3.53
2022-12-09,3.657,3.491
2022-12-12,3.623,3.448
2022-12-13,3.623,3.469
2022-12-14,3.53,3.406
2022-12-15,3.536,3.38
2022-12-16,3.539,3.36
2022-12-19,3.545,3.395
2022-12-20,3.685,3.603
2022-12-21,3.638,3.566
2022-12-22,3.567,3.495
2022-12-23,3.623,3.552
2022-12-26,3.663,3.639
2022-12-27,3.662,3.611
2022-12-28,3.668,3.673
2022-12-29,3.719,3.726
2022-12-30,3.722,3.73
2023-01-02,3.782,3.811
2023-01-03,3.661,3.661
2023-01-04,3.632,3.597
2023-01-05,3.644,3.571
2023-01-06,3.681,3.573
2023-01-09,3.577,3.477
2023-01-10,3.556,3.462
2023-01-11,3.472,3.417
2023-01-12,3.466,3.412
2023-01-13,3.369,3.3
2023-01-16,3.454,3.383
2023-01-17,3.484,3.444
2023-01-18,3.39,3.337
2023-01-19,3.248,3.222
2023-01-20,3.33,3.279
2023-01-25,3.285,3.229
2023-01-26,3.273,3.231
2023-01-27,3.304,3.283
2023-01-30,3.271,3.238
2023-01-31,3.325,3.297
2023-02-01,3.263,3.239
2023-02-02,3.183,3.207
2023-02-03,3.11,3.148
2023-02-06,3.283,3.283
2023-02-07,3.315,3.297
2023-02-08,3.339,3.32
2023-02-09,3.401,3.362
2023-02-10,3.398,3.365
2023-02-13,3.452,3.43
2023-02-14,3.429,3.398
2023-02-15,3.502,3.471
2023-02-16,3.504,3.476
2023-02-17,3.639,3.626
2023-02-20,3.677,3.641
2023-02-21,3.623,3.6
2023-02-22,3.645,3.639
2023-02-23,3.599,3.595
2023-02-24,3.555,3.525
2023-02-27,3.683,3.619
2023-02-28,3.797,3.753
2023-03-02,3.878,3.84
2023-03-03,3.791,3.776
2023-03-06,3.774,3.731
2023-03-07,3.726,3.661
2023-03-08,3.855,3.72
2023-03-09,3.858,3.739
2023-03-10,3.703,3.584
2023-03-13,3.435,3.405
2023-03-14,3.381,3.337
2023-03-15,3.473,3.418
2023-03-16,3.4,3.394
2023-03-17,3.415,3.406
2023-03-20,3.264,3.304
2023-03-21,3.294,3.304
2023-03-22,3.284,3.287
2023-03-23,3.206,3.266
2023-03-24,3.16,3.21
2023-03-27,3.22,3.258
2023-03-28,3.258,3.281
2023-03-29,3.249,3.28
2023-03-30,3.24,3.305
2023-03-31,3.27,3.34
2023-04-03,3.342,3.389
2023-04-04,3.279,3.316
2023-04-05,3.264,3.326
2023-04-06,3.211,3.278
2023-04-07,3.24,3.289
2023-04-10,3.192,3.236
2023-04-11,3.231,3.255
2023-04-12,3.233,3.262
2023-04-13,3.199,3.273
2023-04-14,3.215,3.286
2023-04-17,3.287,3.349
2023-04-18,3.294,3.352
2023-04-19,3.337,3.37
2023-04-20,3.334,3.409
2023-04-21,3.267,3.343
2023-04-24,3.23,3.306
2023-04-25,3.265,3.323
2023-04-26,3.259,3.309
2023-04-27,3.288,3.342
2023-04-28,3.293,3.36
2023-05-02,3.335,3.372
2023-05-03,3.281,3.324
2023-05-04,3.21,3.278
2023-05-08,3.261,3.31
2023-05-09,3.256,3.318
2023-05-10,3.273,3.341
2023-05-11,3.22,3.292
2023-05-12,3.225,3.274
2023-05-15,3.279,3.332
2023-05-16,3.242,3.303
2023-05-17,3.274,3.319
2023-05-18,3.316,3.367
2023-05-19,3.34,3.419
2023-05-22,3.321,3.398
2023-05-23,3.373,3.473
2023-05-24,3.378,3.502
2023-05-25,3.48,3.597
2023-05-26,3.524,3.639
2023-05-30,3.56,3.651
2023-05-31,3.459,3.532
2023-06-01,3.478,3.549
2023-06-02,3.436,3.495
2023-06-05,3.502,3.561
2023-06-07,3.471,3.522
2023-06-08,3.543,3.632
2023-06-09,3.506,3.613
2023-06-12,3.493,3.576
2023-06-13,3.484,3.578
2023-06-14,3.545,3.635
2023-06-15,3.626,3.685
2023-06-16,3.585,3.657
2023-06-19,3.583,3.633
2023-06-20,3.567,3.642
2023-06-21,3.571,3.621
2023-06-22,3.592,3.647
2023-06-23,3.609,3.663
2023-06-26,3.568,3.611
2023-06-27,3.538,3.603
2023-06-28,3.557,3.611
2023-06-29,3.584,3.626
2023-06-30,3.662,3.675
2023-07-03,3.613,3.607
2023-07-04,3.619,3.623
2023-07-05,3.618,3.644
2023-07-06,3.676,3.713
2023-07-07,3.735,3.761
2023-07-10,3.795,3.863
2023-07-11,3.703,3.758
2023-07-12,3.704,3.756
2023-07-13,3.602,3.657
2023-07-14,3.614,3.685
2023-07-17,3.611,3.66
2023-07-18,3.596,3.651
2023-07-19,3.543,3.575
2023-07-20,3.581,3.606
2023-07-21,3.602,3.636
2023-07-24,3.617,3.64
2023-07-25,3.645,3.684
2023-07-26,3.627,3.658
2023-07-27,3.587,3.637
2023-07-28,3.635,3.728
2023-07-31,3.681,3.761
2023-08-01,3.647,3.727
2023-08-02,3.677,3.793
2023-08-03,3.714,3.861
2023-08-04,3.738,3.876
2023-08-07,3.689,3.814
2023-08-08,3.647,3.74
2023-08-09,3.672,3.774
2023-08-10,3.687,3.786
2023-08-11,3.698,3.824
2023-08-14,3.747,3.889
2023-08-16,3.712,3.867
2023-08-17,3.788,3.976
2023-08-18,3.729,3.914
2023-08-21,3.795,3.973
2023-08-22,3.802,3.986
2023-08-23,3.771,3.92
2023-08-24,3.759,3.878
2023-08-25,3.789,3.935
2023-08-28,3.759,3.872
2023-08-29,3.74,3.844
2023-08-30,3.732,3.85
2023-08-31,3.711,3.821
2023-09-01,3.689,3.778
2023-09-04,3.738,3.856
2023-09-05,3.765,3.886
2023-09-06,3.765,3.893
2023-09-07,3.847,3.969
2023-09-08,3.795,3.895
2023-09-11,3.865,3.961
2023-09-12,3.863,3.965
2023-09-13,3.853,3.949
2023-09-14,3.836,3.917
2023-09-15,3.85,3.928
2023-09-18,3.891,3.982
2023-09-19,3.887,3.952
2023-09-20,3.89,3.963
2023-09-21,3.93,4.031
2023-09-22,3.876,4.001
2023-09-25,3.876,4.012
2023-09-26,3.891,4.054
2023-09-27,3.884,4.03
2023-10-04,4.108,4.351
2023-10-05,4.081,4.322
2023-10-06,4.015,4.24
2023-10-10,3.997,4.219
2023-10-11,3.953,4.142
2023-10-12,3.932,4.101
2023-10-13,3.957,4.169
2023-10-16,3.973,4.191
2023-10-17,3.991,4.224
2023-10-18,4.031,4.287
2023-10-19,4.07,4.362
2023-10-20,4.033,4.327
2023-10-23,4.055,4.374
2023-10-24,4.004,4.269
2023-10-25,4.038,4.281
2023-10-26,4.104,4.392
2023-10-27,4.073,4.28
2023-10-30,4.089,4.312
2023-10-31,4.085,4.325
2023-11-01,4.071,4.288
2023-11-02,3.979,4.168
2023-11-03,3.949,4.105
2023-11-06,3.877,4.056
2023-11-07,3.887,4.055
2023-11-08,3.868,4.022
2023-11-09,3.847,3.945
2023-11-10,3.862,3.969
2023-11-13,3.877,4.005
2023-11-14,3.857,3.98
2023-11-15,3.744,3.815
2023-11-16,3.701,3.799
2023-11-17,3.681,3.796
2023-11-20,3.667,3.755
2023-11-21,3.644,3.726
2023-11-22,3.666,3.762
2023-11-23,3.644,3.712
2023-11-24,3.677,3.779
2023-11-27,3.689,3.767
2023-11-28,3.648,3.726
2023-11-29,3.554,3.641
2023-11-30,3.583,3.699
2023-12-01,3.587,3.699
2023-12-04,3.531,3.626
2023-12-05,3.484,3.579
2023-12-06,3.463,3.533
2023-12-07,3.511,3.576
2023-12-08,3.461,3.534
2023-12-11,3.48,3.566
2023-12-12,3.446,3.527
2023-12-13,3.465,3.525
2023-12-14,3.258,3.332
2023-12-15,3.281,3.358
2023-12-18,3.277,3.336
2023-12-19,3.296,3.328
2023-12-20,3.232,3.28
2023-12-21,3.236,3.297
2023-12-22,3.234,3.301
2023-12-26,3.221,3.271
2023-12-27,3.22,3.26
2023-12-28,3.154,3.183
2023-12-29,3.154,3.183
2024-01-02,3.24,3.306
2024-01-03,3.278,3.338
2024-01-04,3.227,3.288
2024-01-05,3.283,3.344
2024-01-08,3.297,3.344
2024-01-09,3.255,3.323
2024-01-10,3.269,3.346
2024-01-11,3.227,3.307
2024-01-12,3.204,3.306
2024-01-15,3.191,3.293
2024-01-16,3.235,3.322
2024-01-17,3.277,3.369
2024-01-18,3.285,3.38
2024-01-19,3.307,3.422
2024-01-22,3.278,3.372
2024-01-23,3.286,3.372
2024-01-24,3.3,3.4
2024-01-25,3.313,3.419
2024-01-26,3.263,3.386
2024-01-29,3.304,3.436
2024-01-30,3.268,3.35
2024-01-31,3.261,3.345
2024-02-01,3.267,3.339
2024-02-02,3.248,3.287
2024-02-05,3.312,3.374
2024-02-06,3.292,3.382
2024-02-07,3.286,3.378
2024-02-08,3.305,3.4
2024-02-13,3.353,3.453
2024-02-14,3.425,3.502
2024-02-15,3.405,3.477
2024-02-16,3.405,3.482
2024-02-19,3.397,3.467
2024-02-20,3.405,3.489
2024-02-21,3.402,3.474
2024-02-22,3.342,3.424
2024-02-23,3.374,3.468
2024-02-26,3.34,3.402
2024-02-27,3.364,3.43
2024-02-28,3.359,3.442
2024-02-29,3.385,3.475
2024-03-04,3.36,3.434
2024-03-05,3.349,3.409
2024-03-06,3.325,3.381
2024-03-07,3.321,3.399
2024-03-08,3.271,3.334
2024-03-11,3.275,3.342
2024-03-12,3.273,3.335
2024-03-13,3.251,3.331
2024-03-14,3.273,3.354
2024-03-15,3.308,3.41
2024-03-18,3.348,3.435
2024-03-19,3.383,3.472
2024-03-20,3.371,3.451
2024-03-21,3.306,3.411
2024-03-22,3.284,3.362
2024-03-25,3.29,3.37
2024-03-26,3.301,3.397
2024-03-27,3.288,3.373
2024-03-28,3.293,3.377
2024-03-29,3.322,3.413
2024-04-01,3.291,3.381
2024-04-02,3.333,3.425
2024-04-03,3.341,3.452
2024-04-04,3.338,3.457
2024-04-05,3.329,3.433
2024-04-08,3.383,3.488
2024-04-09,3.391,3.503
2024-04-11,3.466,3.585
2024-04-12,3.403,3.538
2024-04-15,3.44,3.561
2024-04-16,3.469,3.618
2024-04-17,3.475,3.632
2024-04-18,3.427,3.562
2024-04-19,3.468,3.583
2024-04-22,3.512,3.65
2024-04-23,3.489,3.625
2024-04-24,3.509,3.645
2024-04-25,3.543,3.707
2024-04-26,3.531,3.694
2024-04-29,3.552,3.704
2024-04-30,3.529,3.656
2024-05-02,3.509,3.638
2024-05-03,3.5,3.614
2024-05-07,3.448,3.536
2024-05-08,3.439,3.53
2024-05-09,3.453,3.556
2024-05-10,3.44,3.538
2024-05-13,3.452,3.554
2024-05-14,3.454,3.546
2024-05-16,3.375,3.458
2024-05-17,3.379,3.454
2024-05-20,3.412,3.497
2024-05-21,3.411,3.491
2024-05-22,3.409,3.478
2024-05-23,3.402,3.472
2024-05-24,3.423,3.515
2024-05-27,3.413,3.498
2024-05-28,3.394,3.481
2024-05-29,3.425,3.536
2024-05-30,3.44,3.564
2024-05-31,3.452,3.578
2024-06-03,3.434,3.532
2024-06-04,3.39,3.47
2024-06-05,3.345,3.43
2024-06-07,3.308,3.385
2024-06-10,3.353,3.433
2024-06-11,3.341,3.425
2024-06-12,3.307,3.382
2024-06-13,3.277,3.345
2024-06-14,3.252,3.302
2024-06-17,3.212,3.283
2024-06-18,3.214,3.279
2024-06-19,3.162,3.231
2024-06-20,3.196,3.269
2024-06-21,3.176,3.255
2024-06-24,3.194,3.264
2024-06-25,3.201,3.271
2024-06-26,3.215,3.278
2024-06-27,3.22,3.3
2024-06-28,3.182,3.266
2024-07-01,3.21,3.312
2024-07-02,3.169,3.289
2024-07-03,3.16,3.274
2024-07-04,3.128,3.234
2024-07-05,3.115,3.227
2024-07-08,3.119,3.212
2024-07-09,3.114,3.191
2024-07-10,3.12,3.198
2024-07-11,3.163,3.234
2024-07-12,3.101,3.177
2024-07-15,3.076,3.177
2024-07-16,3.035,3.137
2024-07-17,3.05,3.139
2024-07-18,3.058,3.138
2024-07-19,3.074,3.156
2024-07-22,3.071,3.145
2024-07-23,3.084,3.171
2024-07-24,3.046,3.131
2024-07-25,3.024,3.128
2024-07-26,3.024,3.108
2024-07-29,2.978,3.046
2024-07-30,2.994,3.052
2024-07-31,3.004,3.064
2024-08-01,2.976,3.01
2024-08-02,2.939,2.976
2024-08-05,2.806,2.878
2024-08-06,2.935,2.993
2024-08-07,2.929,3.001
2024-08-08,2.911,2.997
2024-08-09,2.941,3.012
2024-08-12,2.946,3.0
2024-08-13,2.918,2.974
2024-08-14,2.888,2.945
2024-08-16,2.928,2.973
2024-08-19,2.927,2.985
2024-08-20,2.944,2.999
2024-08-21,2.94,2.997
2024-08-22,2.907,2.98
2024-08-23,2.92,3.005
2024-08-26,2.89,2.974
2024-08-27,2.94,3.073
2024-08-28,2.919,3.054
2024-08-29,2.939,3.075
2024-08-30,2.953,3.088
2024-09-02,2.989,3.121
2024-09-03,2.981,3.12
2024-09-04,2.931,3.052
2024-09-05,2.905,3.03
2024-09-06,2.881,2.99
2024-09-09,2.897,3.032
2024-09-10,2.877,3.01
2024-09-11,2.82,2.943
2024-09-12,2.866,2.97
2024-09-13,2.822,2.928
2024-09-19,2.843,2.979
2024-09-20,2.838,2.989
2024-09-23,2.864,3.022
2024-09-24,2.854,3.026
2024-09-25,2.812,2.997
2024-09-26,2.807,3.001
2024-09-27,2.826,3.0
2024-09-30,2.811,2.992
2024-10-02,2.78,2.932
2024-10-04,2.824,2.996
2024-10-07,2.96,3.101
2024-10-08,2.932,3.077
2024-10-10,2.962,3.088
2024-10-11,2.947,3.085
2024-10-14,2.938,3.087
2024-10-15,2.906,3.05
2024-10-16,2.88,3.008
2024-10-17,2.897,3.028
2024-10-18,2.908,3.072
2024-10-21,2.902,3.054
2024-10-22,2.943,3.13
2024-10-23,2.936,3.128
2024-10-24,2.891,3.074
2024-10-25,2.882,3.054
2024-10-28,2.932,3.117
2024-10-29,2.936,3.118
2024-10-30,2.937,3.105
2024-10-31,2.936,3.1
2024-11-01,2.939,3.09
2024-11-04,2.935,3.096
2024-11-05,2.918,3.073
2024-11-06,2.96,3.134
2024-11-07,2.922,3.098
2024-11-08,2.889,3.049
2024-11-11,2.901,3.038
2024-11-12,2.9,3.014
2024-11-13,2.939,3.067
2024-11-14,2.929,3.074
2024-11-15,2.941,3.084
2024-11-18,2.915,3.063
2024-11-19,2.889,3.036
2024-11-20,2.873,3.017
2024-11-21,2.829,2.978
2024-11-22,2.816,2.976
2024-11-25,2.773,2.92
2024-11-26,2.773,2.903
2024-11-27,2.741,2.88
2024-11-28,2.638,2.788
2024-11-29,2.607,2.751
2024-12-02,2.567,2.697
2024-12-03,2.585,2.713
2024-12-04,2.626,2.765
2024-12-05,2.603,2.738
2024-12-06,2.62,2.744
2024-12-09,2.579,2.677
2024-12-10,2.524,2.645
2024-12-11,2.536,2.692
2024-12-12,2.549,2.7
2024-12-13,2.541,2.676
2024-12-16,2.553,2.721
2024-12-17,2.621,2.79
2024-12-18,2.536,2.738
2024-12-19,2.603,2.814
2024-12-20,2.629,2.873
2024-12-23,2.616,2.844
2024-12-24,2.626,2.876
2024-12-26,2.648,2.904
2024-12-27,2.634,2.876
2024-12-30,2.597,2.855
2024-12-31,2.596,2.855
2025-01-02,2.507,2.749
2025-01-03,2.482,2.754
2025-01-06,2.524,2.817
2025-01-07,2.508,2.794
2025-01-08,2.505,2.796
2025-01-09,2.5,2.778
2025-01-10,2.561,2.837
2025-01-13,2.664,2.871
2025-01-14,2.646,2.841
2025-01-15,2.675,2.86
2025-01-16,2.626,2.802
2025-01-17,2.588,2.813
2025-01-20,2.623,2.868
2025-01-21,2.579,2.818
2025-01-22,2.577,2.827
2025-01-23,2.578,2.837
2025-01-24,2.57,2.859
2025-01-31,2.573,2.859
2025-02-03,2.572,2.835
2025-02-04,2.584,2.844
2025-02-05,2.578,2.818
2025-02-06,2.582,2.796
2025-02-07,2.635,2.836
2025-02-10,2.638,2.83
2025-02-11,2.633,2.849
2025-02-12,2.651,2.879
2025-02-13,2.631,2.872
2025-02-14,2.611,2.846
2025-02-17,2.623,2.869
2025-02-18,2.641,2.878
2025-02-19,2.63,2.873
2025-02-20,2.628,2.888
2025-02-21,2.618,2.856
2025-02-24,2.61,2.825
2025-02-25,2.596,2.797
2025-02-26,2.591,2.752
2025-02-27,2.592,2.754
2025-02-28,2.566,2.706
2025-03-04,2.541,2.703
2025-03-05,2.565,2.773
2025-03-06,2.594,2.806
2025-03-07,2.565,2.773
2025-03-10,2.596,2.801
2025-03-11,2.56,2.76
2025-03-12,2.55,2.763
2025-03-13,2.57,2.77
2025-03-14,2.596,2.813
2025-03-17,2.601,2.805
2025-03-18,2.598,2.788
2025-03-19,2.621,2.811
2025-03-20,2.598,2.792
2025-03-21,2.597,2.805
2025-03-24,2.604,2.816
2025-03-25,2.612,2.821
2025-03-26,2.618,2.839
2025-03-27,2.622,2.838
2025-03-28,2.629,2.842
2025-03-31,2.569,2.771
2025-04-01,2.581,2.787
2025-04-02,2.584,2.767
2025-04-03,2.529,2.738
2025-04-04,2.461,2.692
2025-04-07,2.405,2.648
2025-04-08,2.413,2.686
2025-04-09,2.434,2.732
2025-04-10,2.437,2.702
2025-04-11,2.411,2.696
2025-04-14,2.408,2.691
2025-04-15,2.399,2.664
2025-04-16,2.351,2.629
2025-04-17,2.385,2.645
2025-04-18,2.362,2.62
2025-04-21,2.331,2.602
2025-04-22,2.33,2.621
2025-04-23,2.337,2.598
2025-04-24,2.341,2.623
2025-04-25,2.305,2.576
2025-04-28,2.316,2.588
2025-04-29,2.31,2.603
2025-04-30,2.267,2.563
2025-05-02,2.282,2.593
2025-05-07,2.253,2.603
2025-05-08,2.281,2.622
2025-05-09,2.331,2.67
2025-05-12,2.33,2.685
2025-05-13,2.37,2.722
2025-05-14,2.351,2.718
2025-05-15,2.362,2.727
2025-05-16,2.319,2.676
2025-05-19,2.366,2.747
2025-05-20,2.33,2.713
2025-05-21,2.345,2.76
2025-05-22,2.336,2.755
2025-05-23,2.338,2.766
2025-05-26,2.348,2.766
2025-05-27,2.34,2.709
2025-05-28,2.314,2.706
2025-05-29,2.341,2.76
2025-05-30,2.347,2.786
2025-06-02,2.34,2.793
2025-06-04,2.414,2.894
2025-06-05,2.412,2.891
2025-06-09,2.405,2.867
2025-06-10,2.385,2.831
2025-06-11,2.419,2.837
2025-06-12,2.429,2.827
2025-06-13,2.462,2.819
2025-06-16,2.483,2.864
2025-06-17,2.448,2.868
2025-06-18,2.472,2.876
2025-06-19,2.475,2.874
2025-06-20,2.463,2.867
2025-06-23,2.498,2.873
2025-06-24,2.461,2.823
2025-06-25,2.46,2.82
2025-06-26,2.454,2.788
2025-06-27,2.453,2.785
2025-06-30,2.452,2.805
2025-07-01,2.454,2.784
2025-07-02,2.483,2.832
2025-07-03,2.449,2.814
2025-07-04,2.467,2.828
2025-07-07,2.482,2.84
2025-07-08,2.477,2.847
2025-07-09,2.478,2.854
2025-07-10,2.433,2.814
2025-07-11,2.448,2.823
2025-07-14,2.474,2.886
2025-07-15,2.463,2.877
2025-07-16,2.459,2.877
2025-07-17,2.479,2.905
2025-07-18,2.474,2.873
2025-07-21,2.456,2.855
2025-07-22,2.463,2.839
2025-07-23,2.458,2.83
2025-07-24,2.467,2.849
2025-07-25,2.485,2.855
2025-07-28,2.464,2.829
2025-07-29,2.46,2.823
2025-07-30,2.454,2.797
2025-07-31,2.46,2.785
2025-08-01,2.478,2.832
2025-08-04,2.421,2.778
2025-08-05,2.425,2.766
2025-08-06,2.43,2.779
2025-08-07,2.408,2.772
2025-08-08,2.409,2.776
2025-08-11,2.42,2.781
2025-08-12,2.431,2.801
2025-08-13,2.417,2.809
2025-08-14,2.404,2.787
2025-08-18,2.426,2.837
2025-08-19,2.444,2.858
2025-08-20,2.441,2.853
2025-08-21,2.438,2.845
2025-08-22,2.456,2.86
2025-08-25,2.434,2.852
2025-08-26,2.422,2.86
2025-08-27,2.402,2.825
2025-08-28,2.416,2.815
2025-08-29,2.426,2.815
2025-09-01,2.435,2.847
2025-09-02,2.45,2.87
2025-09-03,2.475,2.913
2025-09-04,2.472,2.883
2025-09-05,2.46,2.855
2025-09-08,2.448,2.848
2025-09-09,2.425,2.818
2025-09-10,2.43,2.833
2025-09-11,2.42,2.813
2025-09-12,2.431,2.813
2025-09-15,2.443,2.821
2025-09-16,2.417,2.804
2025-09-17,2.418,2.787
2025-09-18,2.403,2.756
2025-09-19,2.441,2.815
2025-09-22,2.459,2.833
2025-09-23,2.46,2.813
2025-09-24,2.489,2.848
2025-09-25,2.528,2.885
2025-09-26,2.562,2.943
2025-09-29,2.563,2.939
2025-09-30,2.582,2.951
2025-10-01,2.596,2.96
2025-10-02,2.581,2.959
